,store,sido,gungu,store_address
574,공업탑,울산,남구,울산 남구 신정동 1224-9 (울산 남구 봉월로 59번길 14-1)
575,달동,울산,남구,울산 남구 달동 135-2 (울산 남구 신정로30번길 18)
576,무거1호,울산,남구,울산 남구 무거동 1484-2 (울산 남구 삼호로 6)
577,삼산(울산),울산,남구,울산 남구 달동 1266-9 (울산 남구 왕생로 27)
578,삼산2호,울산,남구,울산 남구 삼산동 203-15 (울산 남구 남중로 92)
579,수암,울산,남구,울산 남구 야음동 692-6 (울산 남구 수암로 165)
580,신정3동(구 신정3호점),울산,남구,울산 남구 신정3동 177-1 (울산 남구 월평로 68-1)
581,야음1호,울산,남구,울산 남구 야음동 715-3 (울산 남구 중앙로 20)
582,야음2호,울산,남구,울산 남구 야음1동 455-8 (울산 남구 수암로 259-1)
583,옥동(울산),울산,남구,울산 남구 옥동 584-11 (울산 남구 문수로 321번길 1)
584,울대,울산,남구,울산 남구 무거동 623-6 (울산 남구 대학로 44)
585,남목서부,울산,동구,"울산 동구 서부동 113-33 (울산 동구 명덕3길 13), 8997"
586,방어,울산,동구,울산 동구 방어동 1087-9 (울산 동구 꽃바위로 265)~6
587,전하,울산,동구,울산 동구 전하2동 634-4 (울산 동구 진성13길 90)
588,화정,울산,동구,울산 동구 일산동 581-36 (울산 동구 대학길 177)
589,강동산하,울산,북구,울산 북구 산하동 89 (울산 북구 산하중앙2로 281)
590,송정지구,울산,북구,울산 북구 송정동 407 (울산 북구 송정16길 20)
591,양정염포,울산,북구,울산 북구 양정동 497-11 (울산 북구 염포로 477-2)
592,진장명촌,울산,북구,울산 북구 명촌동 692-3 (울산 북구 명촌13길 46(명촌동))
593,호계1호(울산),울산,북구,울산 북구 호계동 286-15 (울산 북구 동대로 37)
594,호계2호,울산,북구,울산 북구 신천동 107-4 (울산시 북구 신천로 53-2)
595,화봉,울산,북구,울산 북구 연암동 414-3 (울산 북구 상방로 130)
596,교동(울산),울산,울주군,울산 울주군 삼남면 교동리 1578-1 (울산 울주군 삼남면 교동로 126)
597,구영,울산,울주군,울산 울주군 범서읍 구영리 801-6 (울산 울주군 범서읍 구영로 128)
598,남창,울산,울주군,울산 울주군 온양읍 대안리 179-10 (울산 울주군 온양읍 온양로 175)
599,덕신,울산,울주군,울산 울주군 덕신리 1294-2 (울산 울주군 온산읍 온덕2길 18)
600,덕하,울산,울주군,울산 울주군 상남리 818-17 (울산 울주군 청량읍 상남길 46)
601,언양,울산,울주군,울산 울주군 언양읍 남부리 256-2 (울산 울주군 언양읍 옛장터1길 34)
602,웅촌,울산,울주군,울산 울주군 청량면 삼정리 755-1 가동 216호 (울산 울주군 청량면 삼정로 92-3 가동 216호)
603,천상,울산,울주군,울산 울주군 범서읍 천상리 650-5 (울산 울주군 범서읍 천상중앙길 104)
604,다운,울산,중구,울산 중구 다운동 536-1 (울산 중구 다운로 40)
605,반구1호,울산,중구,울산 중구 반구동 874-3 (울산 중구 염포로 70)
606,반구2호,울산,중구,울산 중구 반구동 99-17 (울산 중구 화합로 415)~3
607,복산,울산,중구,울산 중구 복산동 399-12 (울산 중구 계변로 89-1)
608,성안,울산,중구,울산 중구 성안동 804-10 (울산 중구 백양로 13)
609,약사병영,울산,중구,울산 중구 약사동 629-17 (울산 중구 평산1길 2)
610,옥교,울산,중구,울산 중구 학산동 3-27 (울산 중구 구교로 64)
611,우정,울산,중구,"울산 중구 우정동 436-41 (울산 중구 우정2길 25),9292"
612,우정혁신,울산,중구,울산 중구 유곡동 473-8 (울산 중구 종가2길 2-1(유곡동))
613,태화,울산,중구,울산 중구 태화동 117-2 (울산 중구 신기길 128(태화동))
614,한솔,세종,한솔동,세종 한솔동 927 (세종 노을3로 104 한솔빌딩 106호 (한솔동))
615,도담,세종,도담동,세종 도담동 655 해피라움7동 (세종 한누리대로 589 해피라움7동)
616,세종아름,세종,아름동,"세종 아름동 1363 (세종 보듬3로 73(아름동,범지기마을11단지))"
617,보람,세종,보람동,세종시 보람동 628-4 (세종시 호려울로 51)
618,고운,세종,고운동,세종 고운동 1718 (세종 마음로 78 104호)
619,조치원1호,세종,조치원읍,세종 조치원읍 죽림리 21-1 삼일아파트 상가 109호 (세종 조치원읍 충현로 72 삼일아파트 상가 109호)
620,다정,세종,다정동,세종특별자치시 다정동 363-10 (세종특별자치시 다정남로 130)
621,가평,경기,가평군,경기 가평군 가평읍 대곡리 168-5 (경기 가평군 가평읍 가화로 55-10)
622,청평,경기,가평군,경기 가평군 청평면 청평리 452-5 (경기 가평군 청평면 청평중앙로 17)
623,현리,경기,가평군,경기 가평군 하면 현리 259-7 (경기 가평군 하면 조종희망로 26)
624,고양동,경기,고양시 덕양구,"경기 고양시 덕양구 고양동 176-8 104호 (경기 고양시 덕양구 동헌로 461, 104호)"
625,삼송,경기,고양시 덕양구,"경기도 고양시 덕양구 신원동 626-1 1층 상가 5~6호 (경기 고양시 덕양구 신원로 18(신원동, 1층 상가 5~6호)) 02 -381-1991"
626,원당,경기,고양시 덕양구,경기 고양시 덕양구 성사동 519-2 (경기 고양시 덕양구 호국로 838)
627,원흥,경기,고양시 덕양구,경기 고양시 덕양구 도내동 966 (경기 고양시 덕양구 도래울로 110)
628,행신1호,경기,고양시 덕양구,경기 고양시 덕양구 행신동 995-2 (경기 고양시 덕양구 중앙로 547)
629,행신역,경기,고양시 덕양구,경기 고양시 덕양구 행신동 708-3 (경기 고양시 덕양구 무원로 6번길 21)
630,향동지구,경기,고양시 덕양구,경기 고양시 덕양구 향동동 460-6 (경기 고양시 덕양구 꽃내음2길 84) 02 -3159-1991
631,화정1호(고양),경기,고양시 덕양구,"경기 고양시 덕양구 화정동 906-5 1층 102호 (경기 고양시 덕양구 은빛로 61, 1층 102호)"
632,화정역,경기,고양시 덕양구,"경기 고양시 덕양구 화정동 979-2 (경기 고양시 덕양구 화신로260번길 31(화정동,백양빌딩))"
633,강선,경기,고양시 일산동구,경기 고양시 일산동구 정발산동 687-5 (경기 고양시 일산동구 대산로11번길 23-1(정발산동))
634,밤가시후곡,경기,고양시 일산동구,경기 고양시 일산동구 정발산동 1093 (경기 고양시 일산서구 일산로 486)
635,백마강촌,경기,고양시 일산동구,경기 고양시 일산동구 마두동 753-3 (경기 고양시 일산동구 일산로 245)
636,백송,경기,고양시 일산동구,"경기 고양시 일산동구 백석동 1225 중앙프라자 103호 (경기 고양시 일산동구 강송로 115, 중앙프라자 103호)"
637,식사,경기,고양시 일산동구,경기 고양시 일산동구 식사동 1531 (경기 고양시 일산동구 위시티2로 11번길)
638,중산,경기,고양시 일산동구,경기 고양시 일산동구 중산동 1667-3 (경기 고양시 일산동구 고봉로278번길 16)
639,풍동,경기,고양시 일산동구,"경기 고양시 일산동구 풍동 1273-5 (경기 고양시 일산동구 숲속마을로 50-70(풍동,영진프라자))"
640,호수,경기,고양시 일산동구,경기 고양시 일산동구 백석동 1414-15 (경기 고양시 일산동구 호수로 446번길 73-3)
641,구일산,경기,고양시 일산서구,경기 고양시 일산서구 일산동 967-6 (경기 고양시 일산서구 원일로 21)
642,대화,경기,고양시 일산서구,"경기 고양시 일산서구 대화동 2126-2 (동남빌딩 101호) (경기 고양시 일산서구 대산로 212, 동남빌딩 101호)"
643,주엽,경기,고양시 일산서구,"경기 고양시 일산서구 주엽2동 138 애비뉴상가 1층 1068호 (경기 고양시 일산서구 중앙로 1493, 애비뉴상가 1층)"
644,킨텍스,경기,고양시 일산서구,"경기 고양시 일산서구 대화동 2606 (경기 고양시 일산서구 한류월드로 300(대화동,원마운트))"
645,탄현,경기,고양시 일산서구,경기 고양시 일산서구 탄현동 1562-5 (경기 고양시 일산서구 일현로 31)
646,과천1호,경기,과천시,경기 과천시 원문동 4 레미안 슈르 A상가(4번지)동 제1층 1023호 (경기 과천시 별양로 28 A상가(4번지)동 제1층 1023호) 02 -503-9952
647,과천역,경기,과천시,경기 과천시 부림동 49 (경기 과천시 별양로 164 (과천센트럴파크푸르지오써밋 상가 1층)) 02 -3679-1991
648,광명1호,경기,광명시,경기 광명시 광명동 158-1015 (경기 광명시 오리로 998-1) 02 -2615-9114
649,광명역,경기,광명시,"경기 광명시 일직동 511-5번지 대호M스퀘어 102호, 103호 (경기 광명시 신기로 21 대호M스퀘어 102호, 103호) 02 -897-1991"
650,소하1호,경기,광명시,경기 광명시 소하동 1240-1 (경기 광명시 기아로 20) 02 -897-2140
651,소하2호,경기,광명시,경기 광명시 소하동 1342-1 (경기 광명시 소하로92번길 6-9) 02 -899-1338
652,철산1호,경기,광명시,경기 광명시 철산동 210-1 (경기 광명시 시청로 41) 02 -2060-6761
653,철산2호,경기,광명시,경기 광명시 철산동 92-1 (경기 광명시 시청로 110) 02 -2060-7743
654,철산역,경기,광명시,경기 광명시 철산동 429 (경기 광명시 오리로854번길 16-7) 02 -2685-5800
655,하안1호,경기,광명시,"경기 광명시 하안동 35-5, 영보빌딩 102호 (경기 광명시 하안로287번길 17, 영보빌딩 102호) 02 -806-2004"
656,곤지암,경기,광주시,경기 광주시 곤지암읍 곤지암리 443-9 (경기 광주시 곤지암읍 경충대로 617)
657,광주1호,경기,광주시,경기 광주시 경안동 154-1 (경기 광주시 문화로 101번길 2)
658,신현,경기,광주시,경기 광주시 오포읍 신현리 371-4 (경기 광주시 오포읍 신현로 120)
659,양벌,경기,광주시,경기 광주시 오포읍 양벌리 290-3 (경기 광주시 오포읍 양벌로 188)
660,초월,경기,광주시,경기 광주시 초월읍 경충대로 1255 (경기 광주시 초월읍 대쌍령리 191-5)
661,태전(경기광주),경기,광주시,경기 광주시 태전동 261-14 (경기 광주시 태봉로 26)
662,회덕,경기,광주시,경기 광주시 목현동 1-2 (경기 광주시 이배재로 150)
663,갈매,경기,구리시,"경기 구리시 갈매동 608-1 101호, 102호 (경기 구리시 산마루로 18 101호, 102호)"
664,수택,경기,구리시,경기 구리시 수택동 433-49 (경기 구리시 안골로 98)
665,인창,경기,구리시,경기 구리시 인창동 344-7 (경기 구리시 건원대로 51)
666,토평,경기,구리시,경기 구리시 토평동 999-2 (경기 구리시 검배로 126)
667,금정역,경기,군포시,경기 군포시 산본동 236-2 (경기 군포시 산본천로 194(산본동))
668,당동1호,경기,군포시,경기 군포시 당동 917-4 103호(중앙프라자) (경기 군포시 고산로250번길 12 103호(중앙프라자))
669,부곡(군포),경기,군포시,"경기 군포시 부곡동 1120-4 (경기 군포시 번영로28번길 37-20(부곡동,덕원프라자))"
670,산본1호,경기,군포시,경기 군포시 산본동 1151 (경기 군포시 고산로515)
671,산본사거리,경기,군포시,경기 군포시 산본동 1060 산본타운 2층 (경기 군포시 고산로 695(산본동))
672,산본역,경기,군포시,경기 군포시 산본동 1132-2 (경기 군포시 산본로 323번길 10-34)
673,호계3호,경기,군포시,경기 군포시 당정동 2-3 (경기 군포시 엘에스로 13)~7
674,구래,경기,김포시,경기 김포시 구래동 6883-1 (경기 김포시 김포한강9로 76번길 87)
675,북변,경기,김포시,경기 김포시 감정동 529-3 (경기 김포시 중봉1호 17)
676,사우,경기,김포시,"경기 김포시 사우동 998 (경기 김포시 돌문로 66, 1층)"
677,양곡,경기,김포시,경기 김포시 양촌읍 양곡리 1302-2 (경기 김포시 양촌읍 양곡2로60번길 28-18)
678,운양,경기,김포시,경기 김포시 운양동 1297-6 승문리앤포레 1차 1층 (경기 김포시 김포한강11로 310 승문리앤포레 1차 1층)
679,장기1호,경기,김포시,"경기 김포시 장기동 1911-4 (경기 김포시 김포한강1로 77-30, 101호)"
680,통진1호,경기,김포시,경기 김포시 통진읍 서암리 758-79 (경기 김포시 통진읍 서암로94번길 6)
681,풍무,경기,김포시,경기 김포시 풍무동 191-2 (경기 김포시 풍무로146번길 52-5(풍무동))
682,다산신도시1호,경기,남양주시,경기 남양주시 다산동 산3006-2 (경기 남양주시 다산순환로 397-125(다산동))
683,다산신도시2호,경기,남양주시,경기 남양주시 다산동 6030-2 (경기 남양주시 다산중앙로172번길 42)
684,덕소1호,경기,남양주시,경기 남양주시 와부읍 덕소리 141-91 (경기 남양주시 와부읍 수레로 44 1층)
685,도농1호,경기,남양주시,경기 남양주시 다산동 608 (경기 남양주시 가운로 21)
686,마석,경기,남양주시,경기 남양주시 화도읍 마석우리 384-8 (경기 남양주시 화도읍 마석로 100)
687,별내2호,경기,남양주시,경기 남양주시 별내동 846-7 (경기 남양주시 덕송2로6번길 16-48)
688,별내역,경기,남양주시,경기 남양주시 별내동 1006-1 (경기 남양주시 별내중앙로 30)
689,오남,경기,남양주시,경기 남양주시 오남읍 오남리 205-19 (경기 남양주시 오남읍 진건오남로 647)
690,진건,경기,남양주시,경기 남양주시 진건읍 사능리 353-4 (경기 남양주시 진건읍 사릉로 390)
691,진접장현리,경기,남양주시,경기 남양주시 진접읍 장현리 672-1 (경기 남양주시 진접읍 봉현로 14)
692,진접지구,경기,남양주시,경기 남양주시 진접읍 금곡리 1041-1 (경기 남양주시 진접읍 해밀예당2로 119)
693,창현,경기,남양주시,경기 남양주시 화도읍 창현리 731-3 (경기 남양주시 화도읍 경춘로창벌2길 34-24)
694,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원리 290-14 (경기 남양주시 퇴계원면 퇴계원로 33)
695,평내,경기,남양주시,경기 남양주시 평내동 582-5 (경기 남양주시 경춘로 1286번안길 22)
696,호평,경기,남양주시,경기 남양주시 호평동 656-1 (경기 남양주시 호평로46번안길 12-3(호평동))
697,생연,경기,동두천시,"경기 동두천시 생연동 689-28 (경기 동두천시 중앙로 220(생연동,쎈츄럴시티))"
698,송내(동두천),경기,동두천시,"경기 동두천시 지행동 694 예일 복합타워 114호 (경기 동두천시 중앙로 134-12, 예일복합타워 114호)"
699,괴안,경기,부천시 소사구,경기 부천시 소사구 괴안동 39-2 (경기 부천시 소사구 범안로 2)
700,송내(부천),경기,부천시 소사구,경기 부천시 소사구 송내1동 366-13 (경기 부천시 소사구 경인로 67)
701,심곡1호,경기,부천시 소사구,"경기 부천시 소사구 심곡본동 678-17 (경기 부천시 소사구 성주로 257-1),611-9278"
702,고강1호,경기,부천시 오정구,경기 부천시 오정구 고강1동 305-4 (경기 부천시 오정구 원종로 111)
703,원종도당,경기,부천시 오정구,경기 부천시 오정구 원종1동 281-15 (경기 부천시 오정구 소사로 740)~3
704,복사골,경기,부천시 원미구,경기 부천시 원미구 중동 716-4 (경기 부천시 원미구 중동로 169)
705,상동1호,경기,부천시 원미구,"경기 부천시 원미구 상2동 546-6 110호 (경기 부천시 원미구 소향로 25, 110호)"
706,상동역,경기,부천시 원미구,"경기 부천시 원미구 상동 523-3 대동프라자 1층 107호 (경기 부천시 원미구 도약로 25, 대동프라자 1층 107호)"
707,송내로데오,경기,부천시 원미구,경기 부천시 원미구 상동 400-2 (경기 부천시 원미구 상일로 86)
708,신중동,경기,부천시 원미구,경기 부천시 원미구 중동 1147-1 (경기 부천시 원미구 중동로 262번길 40)
709,역곡2동,경기,부천시 원미구,경기 부천시 원미구 역곡동 48-5 (경기 부천시 원미구 부일로 696)
710,중동2호,경기,부천시 원미구,경기 부천시 원미구 중4동 1033-3 (경기 부천시 원미구 길주로 199)
711,중동꿈마을,경기,부천시 원미구,"경기 부천시 원미구 심곡동 93-1 (경기 부천시 원미구 부흥로 373번길 78 114, 115호)"
712,동판교,경기,성남시 분당구,경기 성남시 분당구 삼평동 664 (경기 성남시 분당구 판교역로 192번길 12)
713,무지개마을,경기,성남시 분당구,경기 성남시 분당구 구미동 212-2 (경기 성남시 분당구 미금로 22번길 8)
714,미금,경기,성남시 분당구,경기 성남시 분당구 구미동 50-2 (경기 성남시 분당구 미금일로 86번길 12-6)
715,분당효자,경기,성남시 분당구,경기 성남시 분당구 서현동 333-1 (경기 성남시 분당구 서현로 373)
716,서판교,경기,성남시 분당구,경기 성남시 분당구 판교동 612-3 (경기 성남시 분당구 운중로 243번길 14)
717,서현,경기,성남시 분당구,"경기 성남시 분당구 서현동 89-7, 삼성한신근린상가 (경기 성남시 분당구 중앙공원로 39번길 7, 1층 121호)"
718,수내1호,경기,성남시 분당구,경기 성남시 분당구 수내동 32 양지마을청구아파트 (경기 성남시 분당구 내정로 165번길 38 (양지마을청구아파트))
719,아름마을,경기,성남시 분당구,"경기 성남시 분당구 야탑동 533-8, 미라보상가 1층 7호 (경기 성남시 분당구 판교로 445, 미라보상가 1층 7호)"
720,야탑1호,경기,성남시 분당구,경기 성남시 분당구 야탑동 272-4 (경기 성남시 분당구 벌말로 40번길 3)
721,야탑역,경기,성남시 분당구,경기 성남시 분당구 야탑동 376-13 (경기 성남시 분당구 장미로 92번길 2)
722,정자,경기,성남시 분당구,경기 성남시 분당구 정자동 17-5 (경기 성남시 분당구 성남대로 349 시그마타워)
723,고등,경기,성남시 수정구,경기 성남시 수정구 고등동 595-11 (경기 성남시 수정구 청계산로 2길 15)
724,성남위례,경기,성남시 수정구,"경기 성남시 수정구 창곡동 547-8 (경기 성남시 수정구 위례광장로 21-8 세움빌딩 1,2호)"
725,수진1호,경기,성남시 수정구,"경기 성남시 수정구 수진동 88번지 102호 (경기 성남시 수정구 제일로 148, 102호)"
726,신흥1호,경기,성남시 수정구,경기 성남시 수정구 신흥동 34 (경기 성남시 수정구 수정로 273)
727,태평1동,경기,성남시 수정구,경기 성남시 수정구 태평동 6147-2 (경기 성남시 수정구 성남대로 1258)
728,금광1호,경기,성남시 중원구,경기 성남시 중원구 금광동 2706 (경기 성남시 중원구 자혜로 82-1)
729,모란역,경기,성남시 중원구,경기 성남시 중원구 성남동 3249 (경기 성남시 중원구 광명로22)
730,은행1호(성남),경기,성남시 중원구,경기 성남시 중원구 은행동 663-3 (경기 성남시 중원구 산성대로 572)
731,곡반정,경기,수원시 권선구,경기 수원시 권선구 곡반정동 584-4 (경기 수원시 권선구 동수원로 58번길 18)
732,권선1호,경기,수원시 권선구,경기 수원시 권선구 권선동 1260-5 (경기 수원시 권선구 권광로 54)
733,금곡1호,경기,수원시 권선구,"경기 수원시 권선구 금곡동 1088-1 (경기 수원시 권선구 금곡로118번길 10, 114호,115호)"
734,매교,경기,수원시 권선구,경기 수원시 권선구 세류동 97-5 (경기 수원시 권선구 효원로 94번길 9)
735,오목고색,경기,수원시 권선구,경기 수원시 권선구 오목천동 314-20 (경기 수원시 권선구 삼천병마로 1598번길 48)
736,탑동(수원),경기,수원시 권선구,경기 수원시 권선구 서둔동 240-5 (경기도 수원 권선구 서둔로 266)
737,호매실,경기,수원시 권선구,"경기 수원시 권선구 금곡동 1137-3 (경기 수원시 권선구 금호로 73-5, 1층)"
738,광교1호,경기,수원시 영통구,경기 수원시 영통구 이의동 1332 CB 4~5호 (경기 수원시 영통구 센트럴타운로 85)
739,매탄1호,경기,수원시 영통구,경기 수원시 영통구 매탄동 1170-4 (경기 수원시 영통구 매탄로 45)
740,매탄2호,경기,수원시 영통구,경기 수원시 영통구 매탄2동 199-69 (경기 수원시 영통구 매영로 53(매탄동))
741,매탄3호,경기,수원시 영통구,경기 수원시 영통구 매탄4동 208-21 (경기 수원시 영통구 매탄로 184)
742,신동1호,경기,수원시 영통구,경기 수원시 영통구 신동 935-3 (경기 수원시 영통구 권선로 908번길 52-22)
743,신영통1호,경기,수원시 영통구,경기 수원시 영통구 망포동 381-2 (경기 수원시 영통구 태장로 77)
744,영통1호,경기,수원시 영통구,경기 수원시 영통구 영통동 1005-1 (경기 수원시 영통구 반달로 38)
745,영통2호,경기,수원시 영통구,경기 수원시 영통구 영통동 952-5 (경기 수원시 영통구 영통로 501번길 28-1)
746,연무1호,경기,수원시 장안구,경기 수원시 장안구 연무동 249-13 (경기 수원시 장안구 월드컵로 420-2)
747,영화,경기,수원시 장안구,"경기 수원시 장안구 영화동 425-3 (경기 수원시 장안구 장안로 26(영화동,영진빌딩))"
748,율전1호,경기,수원시 장안구,경기 수원시 장안구 율전동 298-8 (경기 수원시 장안구 서부로2123번길 34-3)
749,정자1호,경기,수원시 장안구,경기 수원시 장안구 정자동 41-2 (경기 수원시 장안구 장안로 111)
750,정자2호,경기,수원시 장안구,"경기 수원시 장안구 천천동 502-6, 1층 (경기 수원시 장안구 정자로 28(천천동), 1층)"
751,조원1호,경기,수원시 장안구,경기 수원시 장안구 조원동 742-9 (경기 수원시 조원로 71)
752,파장,경기,수원시 장안구,경기 수원시 장안구 송죽동 216-1 (경기 수원시 장안구 경수대로 998)
753,수원역,경기,수원시 팔달구,"경기 수원시 팔달구 고등동 86-4 (경기 수원시 팔달구 갓매산로 58(고등동,장영빌딩))"
754,아주대,경기,수원시 팔달구,"경기 수원시 팔달구 우만동 85-3 우만동R타워 (경기 수원시 팔달구 중부대로239번길 5(우만동,우만동R타워))"
755,우만1호,경기,수원시 팔달구,경기 수원시 팔달구 우만동 481 (경기 수원시 팔달구 월드컵로 357번길 3)
756,인계,경기,수원시 팔달구,경기 수원시 팔달구 인계동 1118-12 (경기 수원시 팔달구 인계로166번길 51 1층)
757,화서1호,경기,수원시 팔달구,"경기 수원시 팔달구 화서동 703 꽃뫼양지마을(대우아파트) 상가 105, 106호 (경기 수원시 팔달구 수성로 101번길 20, 꽃뫼양지마을(대우아파트) 상가 105, 106호)~6"
758,화서2호,경기,수원시 팔달구,경기 수원시 팔달구 화서동 185-3 (경기 수원시 팔달구 화양로 25(화서동))
759,거모,경기,시흥시,경기 시흥시 거모동 1757-1 (경기 시흥시 군자로 507)
760,거북섬,경기,시흥시,경기 시흥시 정왕동 2720-6 (경기 시흥시 거북섬4길 16)
761,능곡,경기,시흥시,경기 시흥시 능곡동 545 (경기 시흥시 승지로 69)
762,매화,경기,시흥시,경기 시흥시 매화동 853-3 (경기 시흥시 매화마을1길 15)
763,목감신도시2호,경기,시흥시,경기 시흥시 조남동 657-2 (경기 시흥시 목감남서로 9-15(조남동))
764,목감역,경기,시흥시,경기 시흥시 목감동 410-2 (경기 시흥시 남왕길 48)
765,배곧신도시1호,경기,시흥시,"경기 시흥시 정왕동 2475 에이플러스 115, 116호 (경기 시흥시 배곧4로 18 에이플러스 115, 116호)"
766,배곧신도시2호,경기,시흥시,"경기 시흥시 정왕동 2536 (경기 시흥시 서울대학로264번길 44-4(정왕동,에스프라자))"
767,신천1호(시흥),경기,시흥시,경기 시흥시 신천동 707-50 (경기 시흥시 대골안길 92)
768,월곶,경기,시흥시,"경기도 시흥시 월곶동 1015-1 (경기 시흥시 월곶중앙로 53, 1층)"
769,은계,경기,시흥시,"경기 시흥시 은행동 645-5 (경기 시흥시 은계번영길 28(은행동,은계디스퀘어))"
770,은행1호(시흥),경기,시흥시,경기 시흥시 대야동 580-4 (경기 시흥시 은행로 166)
771,장곡,경기,시흥시,"경기 시흥시 장곡동 823-5, 동서빌딩 (경기도 시흥시 장곡로 19 동서빌딩)"
772,장현,경기,시흥시,경기 시흥시 장현동 516-1 (경기 시흥시 장현순환로 170)
773,정왕1호,경기,시흥시,경기 시흥시 정왕동 1593-2 (경기 시흥시 봉우재로 16)
774,정왕2호,경기,시흥시,경기 시흥시 정왕동 1859-3 (경기 시흥시 옥구상가2길 12)
775,정왕3호,경기,시흥시,경기 시흥시 정왕동 1728-12 (경기 시흥시 서촌상가2길 9)
776,고잔1호,경기,안산시 단원구,경기 안산시 단원구 고잔동 756-1 (경기 안산시 단원구 민속공원로 90)
777,고잔2호,경기,안산시 단원구,경기 안산시 단원구 와동 720-13 (경기 안산시 단원구 와동1로 49)
778,선부1호,경기,안산시 단원구,경기 안산시 단원구 선부동 1070-2 (경기 안산시 단원구 선부광장로 17)~8
779,선부2호,경기,안산시 단원구,경기 안산시 단원구 선부동 1142-7 (경기 안산시 단원구 달미로 79)
780,원곡1호,경기,안산시 단원구,경기 안산시 단원구 원곡동 754-6 (경기 안산시 단원구 원곡로 58)~6
781,중앙(안산),경기,안산시 단원구,"경기 안산시 단원구 고잔동 540-7 (경기 안산시 단원구 고잔1길 66, 1층)"
782,초지역,경기,안산시 단원구,경기 안산시 단원구 초지동 592 (경기 안산시 단원구 화랑로 160)
783,반월,경기,안산시 상록구,경기 안산시 상록구 건건동 650-1 (경기 안산시 상록구 건건3길 5)
784,본오1호,경기,안산시 상록구,경기 안산시 상록구 본오동 879-10 (경기 안산시 상록구 샘골로 157)
785,본오2호,경기,안산시 상록구,경기 안산시 상록구 본오동 857-8 (경기 안산시 상록구 석호로 348)
786,부곡(안산),경기,안산시 상록구,경기 안산시 상록구 부곡동 670-2 (경기 안산시 상록구 부곡로 107)
787,사동1호,경기,안산시 상록구,경기 안산시 상록구 사동 1172 (경기 안산시 상록구 한양대학로 15)
788,사동2호,경기,안산시 상록구,경기 안산시 상록구 사동 1418-6 (경기 안산시 상록구 항가울로 10-1)~6
789,월피,경기,안산시 상록구,"경기 안산시 상록구 월피동 442-26, 1층 (경기 안산시 상록구 충장로 584, 1층)"
790,일동,경기,안산시 상록구,경기 안산시 상록구 일동 89-3 (경기 안산시 상록구 구룡로 19-1)~4
791,공도1호,경기,안성시,경기 안성시 공도읍 만정리 417-98 (경기 안성시 공도읍 공도로 68)
792,안성1호,경기,안성시,경기 안성시 연지동 94 (경기 안성시 안성맞춤대로 1092)
793,안성2호,경기,안성시,경기 안성시 인지동 390-35 (경기 안성시 안성맞춤대로 1030-1(인지동))
794,안성중앙대,경기,안성시,경기 안성시 대덕면 내리 678-8 (경기 안성시 대덕면 대학3길 29 )
795,진사리,경기,안성시,경기 안성시 공도읍 진사리 20-30 (경기 안성시 공도읍 진사길 25)
796,관양,경기,안양시 동안구,경기 안양시 동안구 관양동 1724-1 (경기 안양시 동안구 동편로20번길 9)
797,비산1호,경기,안양시 동안구,경기 안양시 동안구 비산동 566-7 (경기 안양시 동안구 경수대로 899)
798,평촌1호,경기,안양시 동안구,경기 안양시 동안구 평촌동 917-9 (경기 안양시 동안구 귀인로190번길 49(평촌동))
799,평촌3호,경기,안양시 동안구,경기 안양시 동안구 비산동 1059 층 A동 103호 (경기 안양시 동안구 관악대로 272 1층 A동 103호)
800,호계1호(안양),경기,안양시 동안구,경기 안양시 동안구 호계2동 927-2 (경기 안양시 동안구 귀인로 104)
801,박달사거리,경기,안양시 만안구,경기 안양시 만안구 박달동 85-15 (경기 안양시 만안구 박달로 508)
802,석수1호,경기,안양시 만안구,경기 안양시 만안구 석수1동 177-6 (경기 안양시 만안구 경수대로 1207)
803,안양1번가,경기,안양시 만안구,경기 안양시 만안구 안양동 674-241 (경기 안양시 만안구 장내로 143번길 34)
804,안양1호,경기,안양시 만안구,경기 안양시 만안구 안양동 711-317 (경기 안양시 만안구 장내로 95)~3
805,안양2호,경기,안양시 만안구,경기 안양시 만안구 안양동 473-4 (경기 안양시 만안구 현충로 45)~5
806,고읍1호,경기,양주시,"경기 양주시 광사동 657 (경기 양주시 고읍남로 23, 103호)"
807,다산신도시1호,경기,양주시,경기 남양주시 다산동 산3006-2 (경기 남양주시 다산순환로 397-125(다산동))
808,다산신도시2호,경기,양주시,경기 남양주시 다산동 6030-2 (경기 남양주시 다산중앙로172번길 42)
809,덕계(양주),경기,양주시,경기 양주시 덕계동 698-5 (경기 양주시 평화로 1409(덕계동))
810,덕소1호,경기,양주시,경기 남양주시 와부읍 덕소리 141-91 (경기 남양주시 와부읍 수레로 44 1층)
811,덕정1호,경기,양주시,경기 양주시 덕정동 240-27 (경기 양주시 고암길 358)
812,도농1호,경기,양주시,경기 남양주시 다산동 608 (경기 남양주시 가운로 21)
813,마석,경기,양주시,경기 남양주시 화도읍 마석우리 384-8 (경기 남양주시 화도읍 마석로 100)
814,백석(양주),경기,양주시,경기 양주시 백석읍 복지리 168-3 (경기 양주시 백석읍 호명로 38)
815,별내2호,경기,양주시,경기 남양주시 별내동 846-7 (경기 남양주시 덕송2로6번길 16-48)
